,Unnamed: 0,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
7415,25139,None,293.13,0.0,0.0,1,Fog,fog,7/22/2016 6:00,4864,high
7416,18106,None,291.29,0.0,0.0,90,Rain,moderate rain,9/9/2015 12:00,2786,low
7417,892,None,278.13,0.0,0.0,90,Clouds,overcast clouds,11/4/2012 14:00,4200,medium
7418,17538,None,287.3,0.0,0.0,90,Drizzle,drizzle,8/19/2015 7:00,5819,high
7419,18706,None,278.6,0.0,0.0,1,Clear,sky is clear,10/1/2015 4:00,918,very low
7420,25404,None,293.25,0.0,0.0,40,Mist,mist,8/1/2016 6:00,5049,high
7421,45453,None,299.88,0.0,0.0,90,Clouds,overcast clouds,6/30/2018 20:00,2936,medium
7422,29276,None,261.15,0.0,0.0,40,Clouds,scattered clouds,12/19/2016 8:00,5278,high
7423,5866,None,297.41,0.0,0.0,40,Clouds,scattered clouds,5/8/2013 19:00,3375,medium
7424,29194,None,261.65,0.0,0.0,90,Mist,mist,12/16/2016 18:00,2344,low
7425,36186,None,297.51,0.0,0.0,1,Clear,sky is clear,8/12/2017 13:00,4632,high
7426,1623,None,273.86,0.0,0.0,90,Mist,mist,12/1/2012 21:00,2616,low
7427,46061,None,297.55,0.0,0.0,20,Clouds,few clouds,7/21/2018 21:00,3435,medium
7428,38351,None,275.68,0.0,0.0,90,Mist,mist,10/26/2017 21:00,3761,medium
7429,1999,None,274.31,0.0,0.0,20,Clouds,few clouds,12/14/2012 14:00,5519,high
7430,9068,None,282.15,0.0,0.0,1,Clear,sky is clear,9/21/2013 8:00,3455,medium
7431,44556,None,290.87,0.0,0.0,20,Fog,fog,5/31/2018 5:00,3013,medium
7432,45569,None,296.69,0.0,0.0,1,Thunderstorm,proximity thunderstorm,7/4/2018 17:00,3045,medium
7433,39301,None,285.28,0.0,0.0,1,Clear,sky is clear,11/27/2017 23:00,955,very low
7434,33304,None,279.61,0.0,0.0,40,Clouds,scattered clouds,5/2/2017 9:00,5170,high
7435,42628,None,272.13,0.0,0.0,92,Clouds,overcast clouds,3/26/2018 4:00,851,very low
7436,40050,None,265.22,0.0,0.0,75,Snow,light snow,12/24/2017 18:00,2549,low
7437,8340,None,292.02,0.0,0.0,0,Clear,Sky is Clear,8/11/2013 10:00,3335,medium
7438,41949,None,268.75,0.0,0.0,1,Clear,sky is clear,3/1/2018 6:00,5703,high
7439,13399,None,272.67,0.64,0.0,90,Rain,light rain,4/3/2014 20:00,2004,low
7440,19481,None,278.43,0.0,0.0,1,Mist,mist,11/15/2015 0:00,1398,very low
7441,2642,None,265.72,0.0,0.0,90,Haze,haze,1/3/2013 20:00,2453,low
7442,18041,Labor Day,295.02,0.0,0.0,90,Clouds,overcast clouds,9/7/2015 0:00,973,very low
7443,26711,None,299.05,0.0,0.0,75,Clouds,broken clouds,9/18/2016 14:00,4933,high
7444,27241,None,292.49,0.0,0.0,36,Clouds,scattered clouds,10/10/2016 18:00,4188,medium
7445,24425,None,296.96,0.0,0.0,90,Clouds,overcast clouds,6/24/2016 13:00,4799,high
7446,19656,None,279.51,0.0,0.0,1,Clear,sky is clear,11/24/2015 12:00,5015,high
7447,35627,None,294.01,0.0,0.0,20,Clouds,few clouds,7/24/2017 11:00,4406,high
7448,41151,None,256.08,0.0,0.0,1,Clear,sky is clear,2/1/2018 12:00,4843,high
7449,29024,None,265.88,0.0,0.0,90,Haze,haze,12/11/2016 11:00,2611,low
7450,28123,None,273.78,0.0,0.0,1,Fog,fog,11/16/2016 4:00,865,very low
7451,43518,None,276.82,0.0,0.0,1,Clear,sky is clear,4/23/2018 2:00,259,very low
7452,46881,None,295.57,0.0,0.0,90,Rain,light intensity shower rain,8/20/2018 19:00,3231,medium
7453,10800,None,264.42,0.0,0.0,90,Clouds,overcast clouds,12/19/2013 17:00,5715,high
7454,31290,None,263.4,0.0,0.0,1,Clear,sky is clear,2/25/2017 8:00,2985,medium
7455,20931,None,274.36,0.0,0.0,1,Clear,sky is clear,1/31/2016 2:00,642,very low
7456,29713,None,273.02,0.0,0.0,90,Mist,mist,1/2/2017 23:00,827,very low
7457,45256,None,299.68,0.0,0.0,1,Clear,sky is clear,6/23/2018 15:00,4417,high
7458,7363,None,297.86,0.0,0.0,1,Clear,sky is clear,7/1/2013 20:00,2917,medium
7459,15378,None,299.79,0.0,0.0,44,Clouds,scattered clouds,7/10/2014 12:00,5244,high
7460,31509,None,286.64,0.0,0.0,75,Clouds,broken clouds,3/5/2017 14:00,4557,high
7461,18558,None,291.42,0.0,0.0,40,Rain,moderate rain,9/24/2015 11:00,4788,high
7462,3904,None,268.56,0.0,0.0,90,Mist,mist,2/26/2013 3:00,298,very low
7463,46591,None,290.41,0.0,0.0,5,Mist,mist,8/10/2018 7:00,5950,very high
7464,15229,None,296.38,0.0,0.0,75,Clouds,broken clouds,7/4/2014 14:00,3482,medium
7465,28296,None,273.59,0.0,0.0,1,Clear,sky is clear,11/22/2016 0:00,460,very low
7466,13536,None,288.63,0.0,0.0,75,Clouds,broken clouds,4/9/2014 13:00,5065,high
7467,998,None,276.79,0.0,0.0,90,Clouds,overcast clouds,11/8/2012 0:00,783,very low
7468,25925,None,300.28,0.0,0.0,1,Clear,sky is clear,8/22/2016 14:00,5012,high
7469,24884,None,295.15,0.0,0.0,90,Rain,heavy intensity rain,7/12/2016 2:00,249,very low
7470,5592,None,285.29,0.0,0.0,1,Clear,sky is clear,4/29/2013 4:00,749,very low
7471,24352,None,299.88,0.0,0.0,0,Clear,Sky is Clear,6/21/2016 14:00,5571,high
7472,24628,None,292.09,0.0,0.0,20,Clouds,few clouds,7/2/2016 22:00,2370,low
7473,21015,None,265.22,0.0,0.0,40,Snow,light snow,2/3/2016 9:00,3853,medium
7474,21827,None,282.01,0.0,0.0,90,Drizzle,light intensity drizzle,3/15/2016 21:00,2458,low
7475,27846,None,277.58,0.0,0.0,20,Mist,mist,11/5/2016 9:00,3313,medium
7476,41400,None,259.81,0.0,0.0,1,Clear,sky is clear,2/10/2018 12:00,5237,high
7477,40913,None,264.97,0.0,0.0,75,Clouds,broken clouds,1/23/2018 20:00,2279,low
7478,5174,None,274.66,0.0,0.0,1,Clear,sky is clear,4/16/2013 3:00,303,very low
7479,18078,None,291.22,0.0,0.0,1,Rain,light rain,9/8/2015 8:00,6018,very high
7480,43271,None,268.68,0.0,0.0,90,Mist,mist,4/14/2018 20:00,618,very low
7481,10444,None,258.83,0.0,0.0,64,Clouds,broken clouds,12/5/2013 16:00,5792,high
7482,28986,None,261.88,0.0,0.0,90,Mist,mist,12/10/2016 18:00,4480,high
7483,13986,None,278.59,1.0,0.0,90,Rain,light rain,4/28/2014 7:00,6438,very high
7484,12182,None,262.07,0.0,0.0,90,Clouds,overcast clouds,2/11/2014 23:00,923,very low
7485,14264,None,287.6,0.3,0.0,90,Rain,light rain,5/12/2014 11:00,4556,high
7486,41375,None,257.72,0.0,0.0,1,Clear,sky is clear,2/9/2018 11:00,4913,high
7487,39885,None,270.22,0.0,0.0,75,Mist,mist,12/18/2017 3:00,332,very low
7488,20603,None,263.08,0.0,0.0,1,Haze,haze,1/13/2016 23:00,1049,very low
7489,13817,None,286.68,0.0,0.0,75,Clouds,broken clouds,4/21/2014 8:00,5803,high
7490,27564,None,278.036,0.0,0.0,0,Clear,Sky is Clear,10/24/2016 20:00,2193,low
7491,391,None,286.94,0.0,0.0,90,Clouds,overcast clouds,10/18/2012 17:00,5953,very high
7492,40704,None,255.62,0.0,0.0,75,Snow,light snow,1/16/2018 5:00,2836,low
7493,18350,None,295.86,1.52,0.0,90,Rain,moderate rain,9/17/2015 14:00,5182,high
7494,44351,None,298.09,0.0,0.0,90,Mist,mist,5/24/2018 20:00,2938,medium
7495,35628,None,294.95,0.0,0.0,75,Clouds,broken clouds,7/24/2017 12:00,4581,high
7496,29972,None,258.96,0.0,0.0,1,Clear,sky is clear,1/11/2017 18:00,4154,medium
7497,38456,None,274.22,0.0,0.0,90,Clouds,overcast clouds,10/29/2017 10:00,3120,medium
7498,14024,None,287.58,0.0,0.0,48,Clouds,scattered clouds,5/4/2014 17:00,4134,medium
7499,28473,None,272.49,0.0,0.0,90,Fog,fog,11/26/2016 1:00,582,very low
7500,45181,None,298.69,0.0,0.0,90,Clouds,overcast clouds,6/20/2018 18:00,4622,high
7501,11906,None,256.88,0.0,0.0,0,Clear,sky is clear,1/31/2014 11:00,4852,high
7502,28988,None,262.02,0.0,0.0,90,Mist,mist,12/10/2016 19:00,2903,low
7503,31805,None,275.22,0.0,0.0,90,Rain,light rain,3/16/2017 21:00,2504,low
7504,829,None,278.85,0.0,0.0,90,Clouds,overcast clouds,11/2/2012 0:00,611,very low
7505,17037,None,296.79,0.0,0.0,1,Clear,sky is clear,8/1/2015 23:00,2076,low
7506,18492,None,289.53,0.0,0.0,1,Mist,mist,9/23/2015 1:00,328,very low
7507,46933,None,293.74,0.0,0.0,1,Clear,sky is clear,8/22/2018 21:00,2627,low
7508,41367,None,259.72,0.0,0.0,90,Snow,light snow,2/9/2018 3:00,340,very low
7509,32968,None,280.69,0.0,0.0,40,Drizzle,light intensity drizzle,4/23/2017 7:00,1283,very low
7510,24606,None,287.75,0.0,0.0,75,Clouds,broken clouds,7/2/2016 0:00,1234,very low
7511,42278,None,268.29,0.0,0.0,1,Clear,sky is clear,3/12/2018 6:00,5331,high
7512,18345,None,295.93,0.51,0.0,90,Thunderstorm,proximity thunderstorm,9/17/2015 12:00,4959,high
7513,40481,None,274.51,0.0,0.0,1,Mist,mist,1/10/2018 4:00,887,very low
7514,1972,None,273.17,0.0,0.0,75,Clouds,broken clouds,12/13/2012 11:00,5031,high
7515,34048,None,284.29,0.0,0.0,1,Clear,sky is clear,5/27/2017 4:00,392,very low
7516,2766,None,273.05,0.0,0.0,75,Clouds,broken clouds,1/8/2013 12:00,4589,high
7517,36049,None,287.79,0.0,0.0,1,Clear,sky is clear,8/8/2017 4:00,889,very low
7518,17830,None,289.95,0.0,0.0,90,Mist,mist,8/30/2015 7:00,1707,low
7519,6308,None,283.31,0.0,0.0,90,Mist,mist,5/22/2013 22:00,1412,very low
7520,27440,None,279.525,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 7:00,6330,very high
7521,2157,None,267.46,0.0,0.0,90,Mist,mist,12/18/2012 11:00,5198,high
7522,15716,None,299.41,0.0,0.0,40,Clouds,scattered clouds,7/23/2014 15:00,6085,very high
7523,35379,None,295.62,0.0,0.0,40,Clouds,scattered clouds,7/16/2017 10:00,3470,medium
7524,8118,None,296.47,0.0,0.0,1,Clear,sky is clear,8/1/2013 19:00,3782,medium
7525,24454,None,303.34,0.0,0.0,90,Thunderstorm,thunderstorm,6/25/2016 18:00,3808,medium
7526,16064,None,291.02,8.89,0.0,40,Rain,heavy intensity rain,6/28/2015 2:00,626,very low
7527,47284,None,298.43,0.25,0.0,20,Rain,light rain,9/1/2018 12:00,4854,high
7528,835,None,278.63,0.0,0.0,90,Clouds,overcast clouds,11/2/2012 6:00,5236,high
7529,14339,None,278.0,0.0,0.0,90,Clouds,overcast clouds,5/15/2014 3:00,361,very low
7530,22409,None,272.58,0.0,0.0,1,Clear,sky is clear,4/12/2016 8:00,6199,very high
7531,18313,None,298.01,0.0,0.0,1,Rain,light rain,9/16/2015 21:00,2507,low
7532,11792,None,256.54,0.0,0.0,75,Clouds,broken clouds,1/26/2014 17:00,3254,medium
7533,4913,None,277.93,0.0,0.0,90,Rain,light rain,4/9/2013 2:00,268,very low
7534,41177,None,259.3,0.0,0.0,40,Clouds,scattered clouds,2/2/2018 14:00,5487,high
7535,15448,None,295.37,0.6,0.0,92,Rain,heavy intensity rain,7/12/2014 14:00,4426,high
7536,13427,None,272.75,0.0,0.0,1,Clear,sky is clear,4/5/2014 0:00,1102,very low
7537,28329,None,274.15,0.0,0.0,90,Snow,light snow,11/22/2016 17:00,4762,high
7538,14650,None,291.26,0.0,0.0,75,Clouds,broken clouds,5/26/2014 5:00,553,very low
7539,2127,None,271.84,0.0,0.0,90,Mist,mist,12/17/2012 7:00,6520,very high
7540,32182,None,277.66,0.0,0.0,90,Clouds,overcast clouds,3/29/2017 9:00,5335,high
7541,32674,None,289.02,0.0,0.0,90,Mist,mist,4/14/2017 19:00,3773,medium
7542,33634,None,292.75,0.0,0.0,90,Thunderstorm,proximity thunderstorm,5/15/2017 13:00,4601,high
7543,9029,None,294.39,0.0,0.0,1,Mist,mist,9/18/2013 21:00,2557,low
7544,25721,None,289.27,0.0,0.0,36,Clouds,scattered clouds,8/14/2016 7:00,1021,very low
7545,37460,None,288.38,0.0,0.0,90,Rain,light rain,9/25/2017 20:00,2498,low
7546,7038,None,296.1,0.25,0.0,8,Rain,light rain,6/16/2013 18:00,3472,medium
7547,9998,None,279.5,0.0,0.0,75,Clouds,broken clouds,11/20/2013 7:00,7107,very high
7548,15273,None,294.8,0.9,0.0,90,Mist,mist,7/6/2014 7:00,954,very low
7549,46352,None,288.68,0.0,0.0,90,Drizzle,light intensity drizzle,8/2/2018 0:00,709,very low
7550,32218,None,278.08,0.0,0.0,90,Clouds,overcast clouds,3/30/2017 11:00,4938,high
7551,32542,None,275.95,0.0,0.0,90,Drizzle,light intensity drizzle,4/10/2017 19:00,2730,low
7552,41420,None,252.55,0.0,0.0,20,Clouds,few clouds,2/11/2018 8:00,2817,low
7553,31497,None,275.59,0.0,0.0,1,Clear,sky is clear,3/5/2017 2:00,746,very low
7554,10911,None,250.15,0.0,0.0,1,Clear,sky is clear,12/24/2013 3:00,258,very low
7555,30133,None,272.51,0.0,0.0,90,Mist,mist,1/17/2017 6:00,4993,high
7556,5752,None,275.87,0.0,0.0,90,Mist,mist,5/4/2013 16:00,4760,high
7557,6094,None,299.03,0.0,0.0,1,Clear,sky is clear,5/17/2013 19:00,3566,medium
7558,8131,None,294.28,0.0,0.0,32,Clouds,scattered clouds,8/2/2013 10:00,4848,high
7559,47172,None,290.88,0.25,0.0,90,Rain,light rain,8/28/2018 16:00,6657,very high
7560,3166,None,251.8,0.0,0.0,90,Clouds,overcast clouds,1/25/2013 7:00,6593,very high
7561,11502,None,264.7,0.25,0.0,90,Mist,mist,1/15/2014 18:00,4270,medium
7562,2558,None,264.72,0.0,0.0,20,Clouds,few clouds,12/31/2012 23:00,1596,low
7563,13231,None,273.85,0.71,0.0,90,Rain,light rain,3/27/2014 19:00,3020,medium
7564,47719,None,296.42,0.0,0.0,1,Clear,sky is clear,9/16/2018 3:00,401,very low
7565,8310,None,289.8,0.0,0.0,1,Clear,sky is clear,8/10/2013 1:00,835,very low
7566,47358,None,296.65,0.25,0.0,90,Rain,light rain,9/3/2018 15:00,4411,high
7567,43727,None,292.68,0.0,0.0,40,Clouds,scattered clouds,5/1/2018 15:00,5802,high
7568,21322,None,272.55,0.0,0.0,90,Mist,mist,2/16/2016 3:00,325,very low
7569,20230,None,271.21,0.0,0.0,90,Clouds,overcast clouds,12/26/2015 22:00,3411,medium
7570,3434,None,269.34,0.0,0.0,90,Mist,mist,2/8/2013 11:00,4974,high
7571,7608,None,293.26,0.0,0.0,68,Clouds,broken clouds,7/11/2013 22:00,2398,low
7572,27105,None,289.1,1.02,0.0,88,Rain,moderate rain,10/5/2016 0:00,514,very low
7573,37945,None,285.22,0.0,0.0,90,Clouds,overcast clouds,10/11/2017 14:00,5183,high
7574,25850,None,296.24,0.0,0.0,80,Clouds,broken clouds,8/19/2016 16:00,6128,very high
7575,32586,None,277.65,0.0,0.0,1,Clear,sky is clear,4/11/2017 23:00,1121,very low
7576,21913,None,270.55,0.0,0.0,90,Mist,mist,3/19/2016 4:00,360,very low
7577,3495,None,271.0,0.0,0.0,90,Mist,mist,2/11/2013 4:00,807,very low
7578,24823,None,294.52,0.0,0.0,75,Clouds,broken clouds,7/10/2016 1:00,1070,very low
7579,43749,None,284.08,0.0,0.0,90,Rain,moderate rain,5/2/2018 4:00,915,very low
7580,46090,None,291.16,0.0,0.0,1,Fog,fog,7/23/2018 2:00,354,very low
7581,12380,None,273.52,0.0,0.0,75,Clouds,broken clouds,2/20/2014 5:00,2706,low
7582,34953,None,294.15,0.0,0.0,75,Clouds,broken clouds,6/29/2017 22:00,2603,low
7583,45184,None,296.8,0.0,0.0,75,Clouds,broken clouds,6/20/2018 21:00,2758,low
7584,15350,None,290.12,0.0,0.0,44,Clouds,scattered clouds,7/9/2014 8:00,6420,very high
7585,5202,None,273.76,0.0,0.0,90,Clouds,overcast clouds,4/17/2013 7:00,7039,very high
7586,26376,None,293.94,2.39,0.0,75,Rain,heavy intensity rain,9/6/2016 7:00,5620,high
7587,26651,None,289.45,0.0,0.0,1,Fog,fog,9/16/2016 2:00,257,very low
7588,4127,None,266.51,0.0,0.0,90,Clouds,overcast clouds,3/7/2013 7:00,6920,very high
7589,40334,None,253.86,0.0,0.0,90,Clouds,overcast clouds,1/4/2018 2:00,247,very low
7590,10092,None,258.38,0.0,0.0,1,Clear,sky is clear,11/24/2013 1:00,835,very low
7591,22252,None,274.36,0.0,0.0,90,Snow,light snow,4/5/2016 15:00,5650,high
7592,12980,None,269.29,0.0,0.0,90,Clouds,overcast clouds,3/17/2014 8:00,5266,high
7593,20601,None,263.22,0.0,0.0,75,Haze,haze,1/13/2016 22:00,1587,low
7594,20125,None,272.65,0.0,0.0,90,Mist,mist,12/21/2015 11:00,4902,high
7595,1824,None,269.71,0.0,0.0,0,Clear,sky is clear,12/9/2012 10:00,2483,low
7596,17735,None,288.5,0.0,0.0,1,Clear,sky is clear,8/26/2015 9:00,5059,high
7597,29060,None,256.59,0.0,0.0,90,Snow,light snow,12/12/2016 7:00,4301,medium
7598,17812,None,286.75,0.0,0.0,90,Fog,fog,8/29/2015 8:00,3564,medium
7599,4170,None,266.39,0.0,0.0,1,Mist,mist,3/9/2013 3:00,389,very low
7600,14795,None,292.38,1.85,0.0,68,Rain,moderate rain,6/1/2014 5:00,709,very low
7601,10146,None,266.35,0.0,0.0,64,Clouds,broken clouds,11/26/2013 11:00,5025,high
7602,14301,None,283.26,0.0,0.0,44,Clouds,scattered clouds,5/13/2014 13:00,5031,high
7603,6616,None,293.47,0.0,0.0,75,Clouds,broken clouds,6/2/2013 12:00,4702,high
7604,21593,None,270.08,0.0,0.0,90,Clouds,overcast clouds,3/3/2016 7:00,6836,very high
7605,4915,None,277.93,0.0,0.0,90,Mist,mist,4/9/2013 3:00,305,very low
7606,35248,None,288.62,0.0,0.0,1,Mist,mist,7/11/2017 6:00,5814,high
7607,14368,None,279.73,0.0,0.0,12,Clouds,few clouds,5/16/2014 8:00,5857,very high
7608,17513,None,290.4,0.76,0.0,90,Drizzle,heavy intensity drizzle,8/18/2015 22:00,1820,low
7609,44179,None,293.01,0.0,0.0,1,Clear,sky is clear,5/18/2018 1:00,453,very low
7610,31066,None,276.83,0.0,0.0,20,Clouds,few clouds,2/16/2017 17:00,6273,very high
7611,14496,None,284.03,0.76,0.0,90,Mist,mist,5/20/2014 6:00,5874,very high
7612,38438,None,274.29,0.0,0.0,90,Clouds,overcast clouds,10/28/2017 16:00,5234,high
7613,37012,None,284.36,0.0,0.0,1,Clear,sky is clear,9/9/2017 3:00,383,very low
7614,22368,None,275.79,0.0,0.0,1,Clear,sky is clear,4/10/2016 0:00,1289,very low
7615,12253,None,258.1,0.0,0.0,1,Clear,sky is clear,2/14/2014 22:00,3539,medium
7616,26352,None,295.7,0.0,0.0,90,Thunderstorm,proximity thunderstorm,9/5/2016 20:00,2299,low
7617,5933,None,278.51,0.0,0.0,90,Clouds,overcast clouds,5/11/2013 2:00,495,very low
7618,35010,None,294.89,0.0,0.0,40,Clouds,scattered clouds,7/1/2017 21:00,2876,low
7619,16103,None,289.97,0.0,0.0,1,Fog,fog,6/29/2015 6:00,5700,high
7620,39664,None,269.07,0.0,0.0,40,Snow,light snow,12/11/2017 0:00,542,very low
7621,13388,None,273.87,0.0,0.0,90,Clouds,overcast clouds,4/3/2014 9:00,5060,high
7622,36864,None,286.87,0.0,0.0,1,Clear,sky is clear,9/3/2017 6:00,1018,very low
7623,3446,None,269.59,0.0,0.0,90,Clouds,overcast clouds,2/8/2013 22:00,3112,medium
7624,19571,None,281.22,0.0,0.0,90,Haze,haze,11/18/2015 16:00,6341,very high
7625,30180,None,271.15,0.0,0.0,20,Mist,mist,1/18/2017 8:00,5736,high
7626,946,None,279.02,0.0,0.0,90,Mist,mist,11/6/2012 20:00,2450,low
7627,21276,None,261.53,0.0,0.0,90,Clouds,overcast clouds,2/14/2016 5:00,516,very low
7628,3230,None,274.12,0.0,0.0,90,Clouds,overcast clouds,1/30/2013 11:00,4462,high
7629,8150,None,288.53,0.0,0.0,0,Clear,Sky is Clear,8/3/2013 5:00,918,very low
7630,38982,None,271.55,0.0,0.0,90,Clouds,overcast clouds,11/15/2017 20:00,2914,medium
7631,21756,None,284.82,0.0,0.0,90,Clouds,overcast clouds,3/13/2016 17:00,4218,medium
7632,42650,None,274.51,0.0,0.0,90,Drizzle,light intensity drizzle,3/26/2018 18:00,4041,medium
7633,42100,None,271.43,0.0,0.0,90,Mist,mist,3/6/2018 0:00,308,very low
7634,28730,None,275.79,0.0,0.0,90,Rain,light rain,12/1/2016 11:00,4477,high
7635,29228,None,257.89,0.0,0.0,90,Haze,haze,12/17/2016 10:00,2205,low
7636,27246,None,291.252,0.0,0.0,56,Clouds,broken clouds,10/10/2016 23:00,1567,low
7637,29601,None,268.55,0.0,0.0,1,Clear,sky is clear,12/29/2016 23:00,1534,low
7638,29182,None,261.4,0.0,0.0,90,Snow,light snow,12/16/2016 11:00,4716,high
7639,33717,None,289.88,0.0,0.0,90,Rain,light rain,5/17/2017 9:00,5127,high
7640,19392,None,289.55,0.0,0.0,5,Clear,sky is clear,11/9/2015 16:00,6319,very high
7641,45572,None,299.93,0.0,0.0,75,Clouds,broken clouds,7/4/2018 19:00,2596,low
7642,11333,None,263.12,0.0,0.0,64,Clouds,broken clouds,1/9/2014 12:00,4851,high
7643,37431,None,291.61,0.0,0.0,90,Thunderstorm,proximity thunderstorm,9/25/2017 3:00,360,very low
7644,21457,None,274.35,0.0,0.0,90,Mist,mist,2/23/2016 9:00,5142,high
7645,22344,None,271.42,0.0,0.0,40,Clouds,scattered clouds,4/8/2016 20:00,3282,medium
7646,29706,None,272.95,0.0,0.0,90,Snow,light snow,1/2/2017 20:00,1785,low
7647,37878,None,288.15,0.0,0.0,1,Clear,sky is clear,10/8/2017 20:00,2992,medium
7648,39278,None,273.22,0.0,0.0,1,Clear,sky is clear,11/27/2017 0:00,539,very low
7649,22172,None,275.62,0.0,0.0,1,Drizzle,light intensity drizzle,4/1/2016 1:00,458,very low
7650,13296,None,283.41,0.0,0.0,40,Clouds,scattered clouds,3/30/2014 12:00,4301,medium
7651,15932,None,287.92,0.0,0.0,1,Fog,fog,8/6/2014 4:00,979,very low
7652,44755,None,294.65,0.0,0.0,75,Clouds,broken clouds,6/7/2018 12:00,5220,high
7653,1425,None,268.72,0.0,0.0,90,Snow,heavy snow,11/23/2012 23:00,1512,low
7654,41262,None,253.73,0.0,0.0,1,Clear,sky is clear,2/5/2018 7:00,6026,very high
7655,21475,None,274.61,0.0,0.0,75,Mist,mist,2/23/2016 23:00,1147,very low
7656,700,None,276.61,0.0,0.0,90,Clouds,overcast clouds,10/27/2012 15:00,4405,high
7657,35311,None,291.96,0.0,0.0,90,Clouds,overcast clouds,7/13/2017 15:00,5799,high
7658,7541,None,290.67,0.0,0.0,24,Mist,mist,7/9/2013 7:00,6506,very high
7659,44565,None,291.75,0.0,0.0,90,Mist,mist,5/31/2018 8:00,5912,very high
7660,6701,None,286.69,0.57,0.0,92,Mist,mist,6/5/2013 20:00,2821,low
7661,22739,None,286.28,0.0,0.0,75,Mist,mist,4/24/2016 14:00,4347,medium
7662,24680,None,292.67,0.0,0.0,40,Clouds,scattered clouds,7/5/2016 2:00,331,very low
7663,6792,None,284.5,0.0,0.0,92,Clouds,overcast clouds,6/8/2013 6:00,1479,low
7664,26169,None,293.16,1.52,0.0,90,Thunderstorm,proximity thunderstorm,8/30/2016 1:00,356,very low
7665,21119,None,275.22,0.0,0.0,90,Clouds,overcast clouds,2/7/2016 6:00,858,very low
7666,30023,None,259.08,0.0,0.0,75,Clouds,broken clouds,1/13/2017 19:00,3496,medium
7667,32846,None,281.01,0.0,0.0,90,Drizzle,light intensity drizzle,4/19/2017 17:00,6192,very high
7668,30632,None,272.96,0.0,0.0,90,Rain,light rain,1/30/2017 22:00,1371,very low
7669,18942,None,295.85,0.0,0.0,1,Clear,sky is clear,10/11/2015 20:00,2446,low
7670,34151,None,283.29,0.0,0.0,1,Clear,sky is clear,5/31/2017 5:00,3017,medium
7671,46868,None,294.72,0.0,0.0,1,Haze,haze,8/20/2018 11:00,4532,high
7672,23403,None,286.12,0.0,0.0,20,Clouds,few clouds,5/16/2016 21:00,2846,low
7673,27701,None,280.624,0.0,0.0,12,Clouds,few clouds,10/30/2016 13:00,3911,medium
7674,36640,None,291.55,0.0,0.0,90,Mist,mist,8/26/2017 13:00,4740,high
7675,908,None,272.18,0.0,0.0,20,Clouds,few clouds,11/5/2012 6:00,5658,high
7676,41823,None,271.35,0.0,0.0,90,Snow,heavy snow,2/24/2018 20:00,1520,low
7677,1504,None,260.47,0.0,0.0,40,Clouds,scattered clouds,11/27/2012 8:00,6116,very high
7678,42188,None,264.65,0.0,0.0,75,Clouds,broken clouds,3/9/2018 5:00,2711,low
7679,21984,None,273.94,0.0,0.0,90,Clouds,overcast clouds,3/23/2016 9:00,5117,high
7680,14604,None,288.85,0.0,0.0,24,Clouds,few clouds,5/24/2014 7:00,1754,low
7681,34481,None,294.59,0.0,0.0,75,Rain,light rain,6/12/2017 18:00,4342,medium
7682,10269,None,271.56,0.0,0.0,64,Clouds,broken clouds,12/1/2013 18:00,4132,medium
7683,31744,None,268.22,0.0,0.0,1,Clear,sky is clear,3/14/2017 12:00,4724,high
7684,4506,None,276.1,0.0,0.0,1,Clear,sky is clear,3/24/2013 15:00,4502,high
7685,6494,None,286.3,0.0,0.0,90,Mist,mist,5/29/2013 11:00,4811,high
7686,6453,None,287.59,0.0,0.0,90,Clouds,overcast clouds,5/27/2013 23:00,975,very low
7687,15948,None,301.07,0.0,0.0,75,Clouds,broken clouds,8/6/2014 17:00,6254,very high
7688,12028,None,257.02,0.0,0.0,90,Clouds,overcast clouds,2/5/2014 13:00,4679,high
7689,27104,None,289.59,1.16,0.0,100,Rain,moderate rain,10/4/2016 23:00,1138,very low
7690,17816,None,291.88,0.0,0.0,90,Clouds,overcast clouds,8/29/2015 12:00,4970,high
7691,10484,None,251.83,0.0,0.0,1,Clear,sky is clear,12/7/2013 10:00,3636,medium
7692,5206,None,275.89,0.0,0.0,75,Clouds,broken clouds,4/17/2013 12:00,5047,high
7693,41668,None,265.81,0.0,0.0,90,Snow,light snow,2/20/2018 9:00,4707,high
7694,3388,None,268.06,0.0,0.0,90,Mist,mist,2/6/2013 5:00,2605,low
7695,40443,None,275.21,0.0,0.0,40,Clouds,scattered clouds,1/8/2018 15:00,5406,high
7696,38511,None,272.15,0.0,0.0,90,Clouds,overcast clouds,10/31/2017 5:00,2924,medium
7697,29502,None,275.48,0.0,0.0,90,Snow,light snow,12/25/2016 23:00,980,very low
7698,47603,None,294.18,0.0,0.0,1,Clear,sky is clear,9/11/2018 10:00,4257,medium
7699,18006,None,299.39,0.0,0.0,1,Drizzle,light intensity drizzle,9/6/2015 2:00,527,very low
7700,13014,None,274.07,0.0,0.0,90,Clouds,overcast clouds,3/18/2014 18:00,4315,medium
7701,10980,None,263.22,0.0,0.0,64,Snow,light snow,12/26/2013 9:00,3289,medium
