,Unnamed: 0,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical,temperature_categorical
12968,8468,None,296.83,0.0,0.0,40,Clouds,scattered clouds,8/17/2013 11:00,4506,high,high
12969,16693,None,292.42,0.0,0.0,1,Clear,sky is clear,7/19/2015 8:00,1801,low,high
12970,41138,None,262.35,0.0,0.0,1,Haze,haze,1/31/2018 23:00,1402,very low,low
12971,8449,None,297.79,0.0,0.0,1,Clear,sky is clear,8/16/2013 16:00,6197,very high,high
12972,28003,None,273.59,0.0,0.0,1,Clear,sky is clear,11/11/2016 20:00,2551,low,medium
12973,24988,None,294.478,0.0,0.0,0,Clear,Sky is Clear,7/16/2016 10:00,3707,medium,high
12974,29052,None,259.28,0.0,0.0,40,Snow,snow,12/12/2016 3:00,619,very low,low
12975,28584,None,282.35,0.0,0.0,90,Mist,mist,11/28/2016 6:00,5375,high,medium
12976,14173,None,283.4,0.25,0.0,90,Rain,light rain,5/9/2014 14:00,5825,very high,medium
12977,26816,None,288.13,0.0,0.0,92,Rain,light rain,9/23/2016 0:00,624,very low,medium
12978,22534,None,289.44,0.0,0.0,1,Clear,sky is clear,4/18/2016 8:00,6328,very high,medium
12979,4535,None,273.22,0.0,0.0,90,Clouds,overcast clouds,3/25/2013 18:00,4000,medium,medium
12980,40806,None,268.35,0.0,0.0,1,Mist,mist,1/20/2018 6:00,1307,very low,low
12981,47097,None,298.83,1.78,0.0,75,Thunderstorm,thunderstorm,8/26/2018 14:00,4565,high,high
12982,14343,None,277.72,0.0,0.0,90,Clouds,overcast clouds,5/15/2014 7:00,6875,very high,medium
12983,21290,None,265.28,0.0,0.0,75,Snow,light snow,2/14/2016 22:00,2259,low,low
12984,45303,None,294.07,0.0,0.0,90,Rain,heavy intensity rain,6/25/2018 9:00,4654,high,high
12985,25324,None,292.64,0.0,0.0,20,Clouds,few clouds,7/28/2016 22:00,1961,low,high
12986,37033,None,290.86,0.0,0.0,40,Clouds,scattered clouds,9/10/2017 0:00,1342,very low,medium
12987,46704,None,301.29,0.0,0.0,90,Clouds,overcast clouds,8/14/2018 12:00,4996,high,high
12988,17115,None,287.09,0.0,0.0,1,Clear,sky is clear,8/5/2015 5:00,3023,medium,medium
12989,11833,None,249.86,0.0,0.0,1,Clear,sky is clear,1/28/2014 10:00,3673,medium,low
12990,23942,None,293.88,0.0,0.0,75,Thunderstorm,proximity thunderstorm,6/4/2016 15:00,4875,high,high
12991,12031,None,257.53,0.0,0.0,90,Clouds,overcast clouds,2/5/2014 16:00,6393,very high,low
12992,23497,None,295.14,0.0,0.0,75,Clouds,broken clouds,5/20/2016 19:00,3680,medium,high
12993,20254,None,260.68,0.0,0.0,1,Clear,sky is clear,12/28/2015 3:00,301,very low,low
12994,13768,None,280.07,0.0,0.0,75,Clouds,broken clouds,4/19/2014 5:00,626,very low,medium
12995,42207,None,267.62,0.0,0.0,1,Clear,sky is clear,3/9/2018 22:00,2649,low,low
12996,41531,None,272.22,0.0,0.0,90,Clouds,overcast clouds,2/15/2018 19:00,3463,medium,low
12997,40034,None,264.22,0.0,0.0,75,Clouds,broken clouds,12/24/2017 4:00,303,very low,low
12998,20918,None,273.51,0.0,0.0,1,Clear,sky is clear,1/30/2016 0:00,1267,very low,medium
12999,42541,None,272.94,0.0,0.0,90,Clouds,overcast clouds,3/22/2018 8:00,6206,very high,medium
13000,44472,None,295.35,0.0,0.0,1,Clear,sky is clear,5/29/2018 3:00,340,very low,high
13001,727,None,276.67,0.0,0.0,75,Clouds,broken clouds,10/28/2012 18:00,3945,medium,medium
13002,1296,None,281.06,0.0,0.0,90,Clouds,overcast clouds,11/19/2012 5:00,2579,low,medium
13003,12000,None,256.4,0.0,0.0,40,Clouds,scattered clouds,2/4/2014 9:00,5119,high,low
13004,15933,None,287.38,0.0,0.0,1,Mist,mist,8/6/2014 5:00,3177,medium,medium
13005,9659,None,277.39,0.0,0.0,90,Clouds,overcast clouds,10/26/2013 22:00,2977,medium,medium
13006,28820,None,275.15,0.0,0.0,90,Drizzle,light intensity drizzle,12/4/2016 16:00,4242,medium,medium
13007,13070,None,272.83,0.0,0.0,75,Clouds,broken clouds,3/21/2014 2:00,300,very low,medium
13008,44969,None,293.72,0.0,0.0,1,Clear,sky is clear,6/15/2018 2:00,358,very low,high
13009,15136,None,295.79,0.0,0.0,92,Rain,moderate rain,6/22/2014 20:00,2753,low,high
13010,18589,None,297.49,0.0,0.0,90,Clouds,overcast clouds,9/25/2015 14:00,5403,high,high
13011,45588,None,296.58,0.0,0.0,75,Clouds,broken clouds,7/5/2018 10:00,4154,medium,high
13012,9142,None,293.79,0.0,0.0,0,Clear,Sky is Clear,9/27/2013 0:00,680,very low,high
13013,6355,None,282.26,0.0,0.0,1,Clear,sky is clear,5/24/2013 2:00,325,very low,medium
13014,5176,None,274.02,0.0,0.0,40,Clouds,scattered clouds,4/16/2013 5:00,2705,low,medium
13015,40240,None,246.15,0.0,0.0,1,Clear,sky is clear,12/31/2017 9:00,2384,low,low
13016,4067,None,270.77,0.0,0.0,90,Clouds,overcast clouds,3/4/2013 21:00,1776,low,low
13017,15473,None,294.65,0.0,0.0,1,Clear,sky is clear,7/13/2014 11:00,4140,medium,high
13018,5939,None,276.81,0.0,0.0,1,Clear,sky is clear,5/11/2013 8:00,2512,low,medium
13019,14474,None,284.95,0.47,0.0,68,Drizzle,light intensity drizzle,5/19/2014 21:00,2404,low,medium
13020,23260,None,285.91,0.7,0.0,90,Mist,mist,5/11/2016 19:00,3243,medium,medium
13021,19056,None,272.88,0.0,0.0,1,Mist,mist,10/18/2015 2:00,660,very low,medium
13022,12730,None,268.78,0.0,0.0,20,Clouds,few clouds,3/6/2014 21:00,2883,low,low
13023,37887,None,280.86,0.0,0.0,1,Clear,sky is clear,10/9/2017 5:00,2818,low,medium
13024,48155,None,275.26,0.0,0.0,1,Clear,sky is clear,9/29/2018 2:00,524,very low,medium
13025,6212,None,294.28,0.0,0.0,90,Thunderstorm,proximity thunderstorm,5/20/2013 17:00,5948,very high,high
13026,17791,None,296.45,0.0,0.0,75,Clouds,broken clouds,8/28/2015 16:00,5635,high,high
13027,17946,None,301.11,0.0,0.0,5,Clear,sky is clear,9/3/2015 18:00,5491,high,high
13028,20020,None,273.65,0.0,0.0,90,Clouds,overcast clouds,12/15/2015 19:00,3195,medium,medium
13029,4174,None,268.02,0.0,0.0,1,Haze,haze,3/9/2013 9:00,3656,medium,low
13030,28319,None,274.4,0.0,0.0,90,Rain,light rain,11/22/2016 14:00,4556,high,medium
13031,15982,None,287.741,0.0,0.0,0,Clear,Sky is Clear,6/24/2015 4:00,923,very low,medium
13032,19247,None,283.01,0.0,0.0,90,Drizzle,drizzle,10/30/2015 21:00,3120,medium,medium
13033,19202,None,275.58,0.0,0.0,90,Snow,light snow,10/28/2015 17:00,5848,very high,medium
13034,9315,None,283.35,0.0,0.0,90,Mist,mist,10/6/2013 10:00,4702,high,medium
13035,25347,None,292.85,0.0,0.0,40,Clouds,scattered clouds,7/29/2016 21:00,2794,low,high
13036,39197,None,279.08,0.0,0.0,75,Clouds,broken clouds,11/23/2017 17:00,3340,medium,medium
13037,32191,None,282.35,0.0,0.0,90,Rain,light rain,3/29/2017 18:00,4669,high,medium
13038,40988,None,271.29,0.0,0.0,1,Haze,haze,1/26/2018 1:00,553,very low,low
13039,38617,None,273.56,0.0,0.0,90,Snow,heavy snow,11/3/2017 16:00,5086,high,medium
13040,6525,None,296.08,0.0,0.0,75,Clouds,broken clouds,5/30/2013 14:00,5634,high,high
13041,307,None,280.39,0.0,0.0,85,Mist,mist,10/15/2012 6:00,5714,high,medium
13042,47658,None,301.65,0.0,0.0,40,Clouds,scattered clouds,9/13/2018 15:00,5617,high,high
13043,16039,None,287.44,0.0,0.0,1,Mist,mist,6/27/2015 4:00,513,very low,medium
13044,2059,None,274.94,0.0,0.0,90,Rain,moderate rain,12/16/2012 8:00,1616,low,medium
13045,29122,None,257.59,0.0,0.0,40,Snow,light snow,12/14/2016 10:00,4770,high,low
13046,36012,None,289.08,0.0,0.0,1,Fog,fog,8/7/2017 0:00,632,very low,medium
13047,20822,None,270.72,0.0,0.0,90,Mist,mist,1/25/2016 6:00,5034,high,low
13048,3692,None,260.51,0.0,0.0,20,Clouds,few clouds,2/17/2013 19:00,4139,medium,low
13049,3142,None,259.46,0.0,0.0,90,Snow,heavy snow,1/24/2013 5:00,2449,low,low
13050,45268,None,291.42,0.0,0.0,1,Mist,mist,6/24/2018 3:00,409,very low,medium
13051,8553,None,296.16,0.0,0.0,0,Clear,Sky is Clear,8/21/2013 1:00,399,very low,high
13052,13739,None,271.12,0.0,0.0,1,Clear,sky is clear,4/18/2014 0:00,751,very low,low
13053,47327,None,293.85,0.25,0.0,20,Fog,fog,9/2/2018 22:00,2066,low,high
13054,12515,None,257.36,0.0,0.0,20,Clouds,few clouds,2/25/2014 17:00,6194,very high,low
13055,18431,None,282.72,0.0,0.0,1,Clear,sky is clear,9/20/2015 5:00,515,very low,medium
13056,47303,None,294.57,0.25,0.0,1,Rain,light rain,9/2/2018 4:00,316,very low,high
13057,31047,None,267.775,0.0,0.0,0,Clear,Sky is Clear,2/15/2017 22:00,1722,low,low
13058,30300,None,275.08,0.0,0.0,90,Mist,mist,1/20/2017 23:00,1727,low,medium
13059,12638,None,253.89,0.0,0.0,1,Clear,sky is clear,3/2/2014 20:00,2090,low,low
13060,3778,None,259.06,0.0,0.0,81,Clouds,broken clouds,2/22/2013 0:00,682,very low,low
13061,24408,None,291.46,0.0,0.0,56,Clouds,broken clouds,6/23/2016 22:00,2689,low,medium
13062,18820,None,289.37,0.0,0.0,1,Clear,sky is clear,10/6/2015 19:00,3458,medium,medium
13063,10536,None,260.53,0.0,0.0,90,Snow,light snow,12/9/2013 1:00,291,very low,low
13064,2465,None,265.62,0.0,0.0,90,Snow,heavy snow,12/29/2012 0:00,1003,very low,low
13065,9622,None,275.74,0.0,0.0,1,Clear,sky is clear,10/22/2013 10:00,4384,high,medium
13066,3699,None,260.17,0.0,0.0,90,Clouds,overcast clouds,2/18/2013 2:00,338,very low,low
13067,7633,None,295.74,0.0,0.0,12,Clouds,few clouds,7/13/2013 0:00,1226,very low,high
13068,25592,None,294.25,0.0,0.0,24,Clouds,few clouds,8/8/2016 22:00,1566,low,high
13069,38155,None,278.86,0.0,0.0,75,Clouds,broken clouds,10/19/2017 9:00,5181,high,medium
13070,21436,None,274.29,0.0,0.0,90,Clouds,overcast clouds,2/22/2016 14:00,5223,high,medium
13071,16781,None,293.14,0.0,0.0,1,Clear,sky is clear,7/23/2015 0:00,727,very low,high
13072,36006,None,292.15,0.0,0.0,90,Drizzle,light intensity drizzle,8/6/2017 20:00,2872,low,high
13073,46115,None,298.15,0.0,0.0,20,Clouds,few clouds,7/23/2018 21:00,2492,low,high
13074,36074,None,289.08,0.0,0.0,1,Clear,sky is clear,8/9/2017 5:00,3028,medium,medium
13075,9827,None,279.13,0.0,0.0,64,Clouds,broken clouds,11/13/2013 12:00,5045,high,medium
13076,17995,None,303.24,0.0,0.0,1,Clear,sky is clear,9/5/2015 15:00,4334,medium,high
13077,20724,None,266.15,0.0,0.0,90,Haze,haze,1/20/2016 13:00,4740,high,low
13078,41102,None,268.62,0.0,0.0,1,Clear,sky is clear,1/30/2018 17:00,5944,very high,low
13079,13982,None,279.67,0.65,0.0,90,Rain,light rain,4/28/2014 3:00,314,very low,medium
13080,36061,None,300.35,0.0,0.0,40,Clouds,scattered clouds,8/8/2017 16:00,6997,very high,high
13081,35768,None,289.82,0.0,0.0,1,Clear,sky is clear,7/29/2017 3:00,369,very low,medium
13082,19412,None,279.02,0.0,0.0,40,Clouds,scattered clouds,11/11/2015 4:00,881,very low,medium
13083,7356,None,299.15,0.0,0.0,1,Clear,sky is clear,7/1/2013 13:00,5154,high,high
13084,11743,None,259.9,0.0,0.0,64,Clouds,broken clouds,1/25/2014 5:00,667,very low,low
13085,13620,None,279.87,0.0,0.0,90,Clouds,overcast clouds,4/13/2014 1:00,770,very low,medium
13086,18513,None,292.82,0.51,0.0,90,Rain,light rain,9/23/2015 18:00,4634,high,high
13087,47253,None,295.68,0.25,0.0,1,Rain,light rain,8/31/2018 10:00,5102,high,high
13088,10684,None,257.31,0.0,0.0,90,Clouds,overcast clouds,12/14/2013 20:00,2566,low,low
13089,13068,None,273.57,0.0,0.0,1,Clear,sky is clear,3/21/2014 0:00,694,very low,medium
13090,13555,None,281.28,0.0,0.0,20,Clouds,few clouds,4/10/2014 8:00,6298,very high,medium
13091,13001,None,271.98,0.0,0.0,90,Clouds,overcast clouds,3/18/2014 5:00,2623,low,low
13092,36792,None,292.82,0.0,0.0,1,Haze,haze,8/31/2017 19:00,3973,medium,high
13093,10339,None,274.36,0.51,0.0,64,Mist,mist,12/3/2013 7:00,6020,very high,medium
13094,25277,None,297.37,0.0,0.0,90,Drizzle,light intensity drizzle,7/27/2016 10:00,4374,high,high
13095,37201,None,294.55,0.0,0.0,90,Drizzle,light intensity drizzle,9/16/2017 8:00,3009,medium,high
13096,21645,None,281.15,0.0,0.0,40,Clouds,scattered clouds,3/6/2016 20:00,2457,low,medium
13097,13591,None,287.12,0.0,0.0,90,Clouds,overcast clouds,4/11/2014 20:00,3217,medium,medium
13098,2399,None,259.3,0.0,0.0,1,Clear,sky is clear,12/26/2012 14:00,4935,high,low
13099,31170,None,278.422,0.0,0.0,0,Clear,Sky is Clear,2/21/2017 1:00,372,very low,medium
13100,30131,None,272.51,0.0,0.0,90,Snow,light snow,1/17/2017 5:00,2597,low,medium
13101,5691,None,277.02,0.0,0.0,90,Snow,heavy snow,5/2/2013 16:00,6752,very high,medium
13102,22110,None,277.21,0.0,0.0,1,Clear,sky is clear,3/29/2016 3:00,333,very low,medium
13103,30012,None,250.56,0.0,0.0,75,Clouds,broken clouds,1/13/2017 8:00,5549,high,low
13104,37291,None,293.57,0.0,0.0,20,Clouds,few clouds,9/19/2017 11:00,4690,high,high
13105,11355,None,267.43,0.0,0.0,64,Mist,mist,1/10/2014 8:00,5265,high,low
13106,31188,None,282.62,0.0,0.0,20,Clouds,few clouds,2/21/2017 21:00,3436,medium,medium
13107,8770,None,294.66,0.0,0.0,0,Clear,Sky is Clear,9/4/2013 10:00,4709,high,high
13108,14374,None,284.06,0.0,0.0,48,Clouds,scattered clouds,5/16/2014 14:00,5860,very high,medium
13109,26671,None,292.67,2.83,0.0,75,Rain,moderate rain,9/16/2016 20:00,2830,low,high
13110,47046,None,293.32,1.78,0.0,90,Rain,moderate rain,8/25/2018 11:00,4647,high,high
13111,32378,None,287.82,0.0,0.0,75,Clouds,broken clouds,4/4/2017 14:00,5111,high,medium
13112,8424,None,285.42,0.0,0.0,0,Clear,Sky is Clear,8/15/2013 3:00,391,very low,medium
13113,42415,None,270.3,0.0,0.0,1,Clear,sky is clear,3/18/2018 1:00,1075,very low,low
13114,23446,None,293.4,0.0,0.0,20,Clouds,few clouds,5/18/2016 16:00,6472,very high,high
13115,17091,None,285.84,0.0,0.0,1,Mist,mist,8/4/2015 5:00,3068,medium,medium
13116,16580,None,296.01,0.0,0.0,1,Clear,sky is clear,7/15/2015 22:00,2056,low,high
13117,27649,None,285.82,0.0,0.0,48,Clouds,scattered clouds,10/28/2016 9:00,4637,high,medium
13118,27153,None,279.027,0.0,0.0,92,Rain,moderate rain,10/7/2016 0:00,517,very low,medium
13119,28064,None,279.68,0.0,0.0,90,Clouds,overcast clouds,11/14/2016 9:00,4698,high,medium
13120,9376,None,290.83,0.0,0.0,1,Clear,sky is clear,10/9/2013 10:00,4492,high,medium
13121,28596,None,282.82,0.0,0.0,90,Mist,mist,11/28/2016 12:00,3956,medium,medium
13122,39282,None,272.95,0.0,0.0,1,Clear,sky is clear,11/27/2017 4:00,810,very low,medium
13123,27377,None,291.872,0.0,0.0,88,Clouds,overcast clouds,10/16/2016 16:00,4550,high,high
13124,42465,None,272.42,0.0,0.0,40,Clouds,scattered clouds,3/20/2018 3:00,353,very low,medium
13125,20059,None,268.94,0.0,0.0,90,Clouds,overcast clouds,12/17/2015 0:00,611,very low,low
13126,19348,None,278.58,0.0,0.0,90,Clouds,overcast clouds,11/6/2015 9:00,5087,high,medium
13127,10878,None,259.77,0.0,0.0,64,Snow,light snow,12/22/2013 23:00,1002,very low,low
13128,42418,None,268.69,0.0,0.0,1,Clear,sky is clear,3/18/2018 4:00,321,very low,low
13129,18733,None,289.44,0.0,0.0,1,Clear,sky is clear,10/2/2015 15:00,6183,very high,medium
13130,4456,None,267.64,0.0,0.0,1,Clear,sky is clear,3/22/2013 13:00,5418,high,low
13131,19721,None,267.36,0.0,0.0,1,Clear,sky is clear,11/28/2015 20:00,2819,low,low
13132,7754,None,295.95,0.0,0.0,24,Clouds,few clouds,7/18/2013 5:00,3040,medium,high
13133,2655,None,265.52,0.0,0.0,90,Snow,heavy snow,1/4/2013 2:00,301,very low,low
13134,20025,None,274.15,0.0,0.0,90,Snow,light snow,12/16/2015 0:00,587,very low,medium
13135,23279,None,283.4,0.0,0.0,40,Mist,mist,5/12/2016 3:00,317,very low,medium
13136,25241,None,295.8,0.0,0.0,1,Clear,sky is clear,7/25/2016 22:00,1898,low,high
13137,19834,None,278.94,0.0,0.0,1,Clear,sky is clear,12/5/2015 12:00,5264,high,medium
13138,18951,None,286.9,0.0,0.0,20,Clouds,few clouds,10/12/2015 7:00,6241,very high,medium
13139,35498,None,293.94,0.0,0.0,90,Mist,mist,7/19/2017 23:00,1228,very low,high
13140,7959,None,295.63,0.0,0.0,92,Rain,light rain,7/26/2013 22:00,2625,low,high
13141,6826,None,294.18,0.0,0.0,76,Clouds,broken clouds,6/9/2013 16:00,4117,medium,high
13142,32242,None,277.27,0.0,0.0,75,Clouds,broken clouds,3/31/2017 11:00,5177,high,medium
13143,15052,None,288.84,0.0,0.0,0,Clear,Sky is Clear,6/9/2014 23:00,1158,very low,medium
13144,3633,None,268.7,0.0,0.0,40,Clouds,scattered clouds,2/15/2013 7:00,6660,very high,low
13145,44950,None,290.55,0.0,0.0,40,Clouds,scattered clouds,6/14/2018 7:00,6438,very high,medium
13146,18375,None,284.63,0.0,0.0,1,Fog,fog,9/18/2015 7:00,5820,high,medium
13147,12762,None,264.42,0.0,0.0,20,Clouds,few clouds,3/8/2014 5:00,775,very low,low
13148,33801,None,280.15,0.0,0.0,90,Clouds,overcast clouds,5/19/2017 9:00,4956,high,medium
13149,42473,None,271.08,0.0,0.0,90,Snow,light snow,3/20/2018 10:00,4406,high,low
13150,41308,None,259.15,0.0,0.0,90,Snow,light snow,2/7/2018 2:00,259,very low,low
13151,23997,None,293.0,0.0,0.0,40,Clouds,scattered clouds,6/6/2016 19:00,3377,medium,high
13152,4205,None,275.28,0.0,0.0,90,Mist,mist,3/10/2013 12:00,4072,medium,medium
13153,18043,None,294.21,0.0,0.0,1,Clear,sky is clear,9/7/2015 2:00,329,very low,high
13154,33350,None,279.21,0.0,0.0,1,Mist,mist,5/4/2017 7:00,6479,very high,medium
13155,20769,None,265.55,0.0,0.0,90,Haze,haze,1/22/2016 8:00,5460,high,low
13156,25857,None,290.59,0.25,0.0,92,Rain,light rain,8/19/2016 23:00,1887,low,medium
13157,33577,None,287.03,0.0,0.0,40,Clouds,scattered clouds,5/13/2017 4:00,393,very low,medium
13158,8707,None,301.09,0.0,0.0,0,Clear,Sky is Clear,8/29/2013 19:00,4016,medium,high
13159,4897,None,279.81,0.0,0.0,90,Rain,moderate rain,4/8/2013 21:00,2171,low,medium
13160,31035,None,265.191,0.0,0.0,0,Clear,Sky is Clear,2/15/2017 10:00,4440,high,low
13161,17759,None,289.98,0.0,0.0,75,Clouds,broken clouds,8/27/2015 9:00,5576,high,medium
13162,13343,None,269.03,0.0,0.0,90,Clouds,overcast clouds,4/1/2014 11:00,4578,high,low
13163,31430,None,266.01,0.0,0.0,1,Clear,sky is clear,3/2/2017 9:00,5165,high,low
13164,40416,None,268.68,0.0,0.0,75,Clouds,broken clouds,1/7/2018 12:00,4070,medium,low
13165,45415,None,297.08,0.0,0.0,1,Clear,sky is clear,6/29/2018 7:00,6051,very high,high
13166,25072,None,297.888,0.0,0.0,0,Clear,Sky is Clear,7/19/2016 22:00,1831,low,high
13167,30266,None,275.02,0.0,0.0,90,Snow,light snow,1/20/2017 6:00,5279,high,medium
13168,22292,None,273.46,0.0,0.0,90,Clouds,overcast clouds,4/7/2016 4:00,855,very low,medium
13169,14381,None,283.4,0.0,0.0,90,Clouds,overcast clouds,5/16/2014 21:00,2984,medium,medium
13170,26952,None,288.72,0.0,0.0,88,Clouds,overcast clouds,9/28/2016 16:00,6443,very high,medium
13171,43525,None,279.86,0.0,0.0,1,Clear,sky is clear,4/23/2018 9:00,5325,high,medium
13172,41904,None,270.67,0.0,0.0,1,Mist,mist,2/27/2018 10:00,4349,medium,low
13173,21363,None,269.58,0.0,0.0,1,Clear,sky is clear,2/18/2016 0:00,598,very low,low
13174,34519,None,291.75,0.0,0.0,90,Drizzle,light intensity drizzle,6/14/2017 2:00,310,very low,medium
13175,34189,None,298.44,0.0,0.0,1,Clear,sky is clear,6/1/2017 19:00,3765,medium,high
13176,7068,None,292.32,0.0,0.0,8,Clear,sky is clear,6/17/2013 22:00,1919,low,high
13177,2775,None,269.43,0.0,0.0,75,Mist,mist,1/8/2013 23:00,945,very low,low
13178,11741,None,262.76,0.0,0.0,64,Clouds,broken clouds,1/25/2014 3:00,369,very low,low
13179,10103,None,271.15,0.0,0.0,5,Clear,sky is clear,11/24/2013 12:00,3731,medium,low
13180,46804,None,289.15,0.0,0.0,1,Fog,fog,8/18/2018 7:00,2229,low,medium
13181,45497,None,291.22,0.0,0.0,1,Clear,sky is clear,7/2/2018 3:00,398,very low,medium
13182,41316,None,256.81,0.0,0.0,75,Snow,snow,2/7/2018 6:00,4899,high,low
13183,39725,None,270.35,0.0,0.0,1,Clear,sky is clear,12/13/2017 1:00,391,very low,low
13184,5535,None,281.7,0.0,0.0,75,Clouds,broken clouds,4/26/2013 20:00,3508,medium,medium
13185,11326,None,256.01,0.0,0.0,64,Clouds,broken clouds,1/9/2014 5:00,2622,low,low
13186,33347,None,280.75,0.0,0.0,1,Clear,sky is clear,5/4/2017 4:00,913,very low,medium
13187,40429,None,271.21,0.0,0.0,1,Clear,sky is clear,1/8/2018 1:00,289,very low,low
13188,48007,None,288.5,0.0,0.0,1,Clear,sky is clear,9/23/2018 10:00,4594,high,medium
13189,26086,None,290.22,0.0,0.0,90,Mist,mist,8/27/2016 21:00,2545,low,medium
13190,15400,None,293.11,0.3,0.0,88,Thunderstorm,proximity thunderstorm,7/11/2014 7:00,6069,very high,high
13191,3456,None,269.27,0.0,0.0,1,Clear,sky is clear,2/9/2013 13:00,4799,high,low
13192,1996,None,271.92,0.0,0.0,75,Clouds,broken clouds,12/14/2012 11:00,5297,high,low
13193,15639,None,297.65,0.0,0.0,90,Clouds,overcast clouds,7/20/2014 10:00,3692,medium,high
13194,20018,None,273.68,0.0,0.0,90,Snow,light snow,12/15/2015 15:00,5783,high,medium
13195,39743,None,269.08,0.0,0.0,90,Snow,light snow,12/13/2017 17:00,6000,very high,low
13196,22787,None,283.52,1.52,0.0,90,Thunderstorm,proximity thunderstorm,4/25/2016 7:00,6807,very high,medium
13197,12602,None,253.14,0.0,0.0,90,Clouds,overcast clouds,3/1/2014 8:00,3003,medium,low
13198,3729,None,273.17,0.0,0.0,90,Haze,haze,2/19/2013 10:00,4273,medium,medium
13199,40465,None,277.07,0.0,0.0,40,Clouds,scattered clouds,1/9/2018 13:00,4784,high,medium
13200,27010,None,285.6,0.0,0.0,20,Clouds,few clouds,10/1/2016 1:00,776,very low,medium
13201,47115,None,296.34,1.02,0.0,1,Rain,moderate rain,8/27/2018 4:00,933,very low,high
13202,29062,None,256.15,0.0,0.0,90,Mist,mist,12/12/2016 8:00,4539,high,low
13203,17698,None,290.1,0.0,0.0,90,Clouds,overcast clouds,8/24/2015 20:00,2801,low,medium
13204,15711,None,296.6,0.0,0.0,20,Clouds,few clouds,7/23/2014 10:00,4913,high,high
13205,42269,None,274.35,0.0,0.0,90,Mist,mist,3/11/2018 21:00,2118,low,medium
13206,35819,None,291.01,0.0,0.0,1,Clear,sky is clear,7/31/2017 6:00,5608,high,medium
13207,17410,None,295.52,0.0,0.0,1,Clear,sky is clear,8/16/2015 3:00,476,very low,high
13208,45612,None,295.36,0.0,0.0,1,Clear,sky is clear,7/6/2018 10:00,4215,medium,high
13209,44050,None,287.69,0.0,0.0,75,Clouds,broken clouds,5/13/2018 11:00,3983,medium,medium
13210,15162,None,298.77,0.0,0.0,40,Rain,proximity shower rain,6/27/2014 20:00,3375,medium,high
13211,14715,None,293.14,0.0,0.0,1,Clear,sky is clear,5/28/2014 22:00,1845,low,high
13212,42018,None,277.55,0.0,0.0,90,Clouds,overcast clouds,3/4/2018 0:00,1216,very low,medium
13213,39828,None,271.01,0.0,0.0,90,Haze,haze,12/16/2017 16:00,6122,very high,low
13214,16600,None,293.12,0.27,0.0,90,Rain,moderate rain,7/16/2015 14:00,5306,high,high
13215,23951,None,288.81,0.0,0.0,90,Rain,light rain,6/4/2016 22:00,2944,medium,medium
13216,24174,None,290.33,0.0,0.0,68,Clouds,broken clouds,6/14/2016 4:00,898,very low,medium
13217,18077,None,291.25,0.0,0.0,40,Rain,light rain,9/8/2015 7:00,6468,very high,medium
13218,13693,None,274.07,0.0,0.0,90,Clouds,overcast clouds,4/16/2014 2:00,261,very low,medium
13219,6994,None,288.51,0.0,0.0,0,Clear,Sky is Clear,6/15/2013 3:00,389,very low,medium
13220,17437,None,294.49,25.46,0.0,90,Rain,very heavy rain,8/16/2015 21:00,2118,low,high
13221,28676,None,274.82,0.0,0.0,90,Snow,light snow,11/30/2016 6:00,5425,high,medium
13222,18359,None,295.35,0.25,0.0,75,Thunderstorm,proximity thunderstorm,9/17/2015 17:00,6223,very high,high
13223,42693,None,281.0,0.0,0.0,5,Clear,sky is clear,3/27/2018 18:00,4715,high,medium
13224,36338,None,293.38,0.0,0.0,90,Rain,moderate rain,8/17/2017 3:00,311,very low,high
13225,43363,None,275.0,0.0,0.0,90,Clouds,overcast clouds,4/16/2018 18:00,4061,medium,medium
13226,7246,None,295.89,0.0,0.0,48,Mist,mist,6/27/2013 4:00,870,very low,high
13227,40349,None,256.68,0.0,0.0,40,Clouds,scattered clouds,1/4/2018 17:00,5993,very high,low
13228,17850,None,291.74,0.3,0.0,1,Mist,mist,8/31/2015 2:00,255,very low,medium
13229,33508,None,287.68,0.0,0.0,75,Clouds,broken clouds,5/10/2017 9:00,5062,high,medium
13230,13597,None,284.28,0.0,0.0,90,Clouds,overcast clouds,4/12/2014 2:00,550,very low,medium
13231,24536,None,286.18,0.0,0.0,1,Clear,sky is clear,6/29/2016 3:00,358,very low,medium
13232,16632,None,291.64,0.0,0.0,90,Mist,mist,7/17/2015 4:00,861,very low,medium
13233,6623,None,290.14,0.0,0.0,75,Rain,light rain,6/2/2013 17:00,4383,high,medium
13234,45933,None,293.76,0.0,0.0,20,Clouds,few clouds,7/17/2018 22:00,2209,low,high
13235,39027,None,275.86,0.0,0.0,90,Drizzle,light intensity drizzle,11/17/2017 11:00,5128,high,medium
13236,26033,None,285.07,0.0,0.0,1,Fog,fog,8/26/2016 6:00,4631,high,medium
13237,41429,None,266.42,0.0,0.0,1,Clear,sky is clear,2/11/2018 17:00,4276,medium,low
13238,11243,None,251.8,0.0,0.0,1,Clear,sky is clear,1/5/2014 12:00,3084,medium,low
13239,25262,None,301.42,0.0,0.0,40,Clouds,scattered clouds,7/26/2016 19:00,3060,medium,high
